candidate_id,candidate_name,lead_rank,evidence_url,root_domain,search_score,search_title,source_type,measurement_eligible,evidence_role,review_status,notes
050,厲家菜,2,https://www.bellavita.com.tw/cht/store.php?d=112,bellavita.com.tw,8,厲家菜宮廷御膳料理 - BELLAVITA,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
051,小南門傳統豆花美食,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
052,徐淮人家,1,https://bigpipi.tw/xu-huai-renjia/,bigpipi.tw,7,【南京復興站美食】徐淮人家，台北徐州菜餐廳推薦 （價錢） @翹臀吃四方,known_third_party,no,discovery_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
053,夜上海,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
054,Joyce East,1,https://www.joycecafetw.com/JOYCEEAST/?action=menu,joycecafetw.com,9,JOYCE EAST,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
054,Joyce East,2,https://joycecafetw.com/JOYCEEAST/?action=contact,joycecafetw.com,9,JOYCE EAST,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
054,Joyce East,3,https://joycecafetw.com/JOYCEEAST/?action=index,joycecafetw.com,9,JOYCE EAST,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
055,添好運台北信義店,1,https://donna.tw/timhowan/,donna.tw,7,添好運｜最新消息、菜單及分店資訊 (持續更新中),known_third_party,no,discovery_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
056,Ziga Zaga－台北君悅酒店,1,https://www.myfunnow.com/zh-tw/branches/2668,myfunnow.com,5,君悅｜Ziga Zaga｜義大利餐廳 | FunNow - 線上即時預訂餐廳、住宿、按摩,booking_platform,no,supplementary_store_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
056,Ziga Zaga－台北君悅酒店,2,https://kenalice.tw/blog/post/ziga-zaga,kenalice.tw,4,【台北信義美食】君悅酒店「Ziga Zaga」30年如一日的道地義式料理餐廳，歷久彌新的經典菜色佐Live樂團曼妙歌聲，沒喝酒都會令人沉醉的夜晚,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
056,Ziga Zaga－台北君悅酒店,3,https://girlsplan.com/zigazaga/,girlsplan.com,4,ZIGA ZAGA 義大利餐廳｜台北君悅酒店期間限定有夠義思吃到飽(菜單) @女子的休假計劃,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
057,原木燒烤餐廳 Wildwood,1,https://www.wildwood.com.tw/index_ch.php,wildwood.com.tw,9,wildwood live fire cuisine - 原木燒烤賦予現代料理方式所無法複製的獨特迷人風味,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
057,原木燒烤餐廳 Wildwood,2,https://havefunday.com/taiwan-foods/taipei-foods-09/,havefunday.com,4,WILDWOOD 原木燒烤牛排海鮮餐廳｜米其林餐盤推薦 －嗨放HaveFunDay,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
057,原木燒烤餐廳 Wildwood,3,https://demimondetw.com/wildwood/,demimondetw.com,4,美食家圖鑑：台北 Wildwood 原木燒烤｜善用自然原食的迷人燻香。 – 半上流社會 Demi Monde,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
058,日本橋海鮮丼 辻半－微風信義店,1,https://bigpipi.tw/tsujihan-breeze-xinyi/,bigpipi.tw,4,【微風信義美食】日本橋海鮮丼辻半，一丼二吃可變茶泡飯（菜單 價錢） @翹臀吃四方,known_third_party,no,discovery_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
058,日本橋海鮮丼 辻半－微風信義店,2,https://zhujunmuqing.com/tsujihan-taipei/,zhujunmuqing.com,4,【台北美食】日本橋海鮮丼辻半Tsujihan｜海鮮珠寶盒 鯛魚湯漬飯｜一丼二食 – 竹木青，覓食路上不迷失,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
058,日本橋海鮮丼 辻半－微風信義店,3,https://tsujihan.kingoshou.com/,tsujihan.kingoshou.com,4,日本橋海鮮丼 辻半Tsujihan,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
059,穆記小吃牛肉麵館,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
060,橘色涮涮屋新光三越A9店,1,https://rsv.skm.com.tw/groups/skm-xinyi/companies/-LL7w1Y0HNb5dvdA1v7N:inline-live-2a466/restaurants/-LL7w1n6jfj2G-vhT__F/booking,rsv.skm.com.tw,6,橘色涮涮屋線上訂位｜台北信義新天地A9｜新光三越,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
060,橘色涮涮屋新光三越A9店,2,https://kenji.life/orange-shabu-tch/,kenji.life,5,橘色涮涮屋(台中新光三越店) | 高檔肉品食材新鮮精緻，全程專業貼心的桌邊服務吃火鍋真是好享受。 - 帶著心去旅行,known_third_party,no,discovery_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
060,橘色涮涮屋新光三越A9店,3,https://www.skm.com.tw/skmmedia/39a0ae86-8af3-4887-b62e-99186446dd8e,skm.com.tw,5,橘色涮涮屋 - 兼具雅緻與尊榮感的美味｜新光三越百貨,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
061,時時香－微風南山店,1,https://ricebar.com.tw/tw/store,ricebar.com.tw,10,分店資訊｜時時香 SHANN RICE BAR,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
061,時時香－微風南山店,2,https://www.breeze.com.tw/stores/2445,breeze.com.tw,8,時時香 - Breeze Center 微風廣場,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
061,時時香－微風南山店,3,https://www.adriannelife.com/blog/ricebar,adriannelife.com,4,【台北信義區美食】時時香 RICE BAR 微風南山店，瓦城集團旗下的中式餐廳！ - 倩兒☓魯蛋 ❤ 夢享生活,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
062,L.A PHO 越南美食餐廳,1,https://www.ialley.tw/store/show/12682,ialley.tw,5,L.A PHO 越南美食餐廳 - 券券,known_third_party,no,discovery_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
062,L.A PHO 越南美食餐廳,2,https://www.foodytw.com/review/4676,foodytw.com,4,【台北信義區夜店旁—LA.PHO美式越南餐廳】 - Foody 吃貨,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
062,L.A PHO 越南美食餐廳,3,https://muzi.com.tw/taipei-l-a-pho/,muzi.com.tw,4,信義區Neo19美式越南料理「LA PHO 越南美食餐廳」美味越式推薦,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
063,寒舍食譜－台北寒舍艾美酒店,1,https://www.tablecheck.com/zh-TW/le-meridien-taipei-my-humble-house/reserve,tablecheck.com,9,寒舍食譜 - 台北寒舍艾美酒店 - TableCheck,booking_platform,no,supplementary_store_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
063,寒舍食譜－台北寒舍艾美酒店,2,https://www.lemeridien-taipei.com/websev?lang=zh-tw&type=0&cat=22&id=770,lemeridien-taipei.com,7,台北寒舍艾美酒店 - Le Méridien Taipei,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
063,寒舍食譜－台北寒舍艾美酒店,3,https://vivianexplore.tw/my-humble-house/,vivianexplore.tw,4,【2026寒舍食譜】台北寒舍艾美粵菜推薦｜老廣味菜單、必點料理一次看,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
064,The Ukai Taipei,1,https://www.ukai.co.jp/ct/taipei/,ukai.co.jp,9,THE UKAI TAIPEI 鐵板燒・割烹料理,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
064,The Ukai Taipei,2,https://roakuo.com/2025/06/the-ukai-taipei.html,roakuo.com,4,[台北] 頂級日式鐵板燒，The Ukai Taipei • 鍵盤美食家週記,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
064,The Ukai Taipei,3,https://globalfoodelicious.com/the-ukai-taipei/,globalfoodelicious.com,4,The Ukai Taipei 》在微風南山 46 樓美食餐廳品嚐日式割烹料理 - 娜姐 FOODELICIOUS,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
065,愛爾蘭瘋薯（信義威秀）,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
066,85TD Chinese Restaurant,1,https://85td-chinese-restaurant.wheree.com/,85td-chinese-restaurant.wheree.com,14,"捌伍添第 85td Chinese Restaurant - Reviews, Photos & Phone Number - Updated February 2026 - Grocery Stores in 光信里, Da'an District - Wheree",known_third_party,no,discovery_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
066,85TD Chinese Restaurant,2,https://www.85td-101.com/portal_d800.php?owner_num=d800_92169&button_num=d800,85td-101.com,9,捌伍添第 85TD-OurCuisine,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
066,85TD Chinese Restaurant,3,https://www.85td-101.com/index.php?website_language_id=3,85td-101.com,9,捌伍添第 85TD,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
067,JK STUDIO,1,https://jkstudio.tw/,jkstudio.tw,7,JK STUDIO,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
068,雲錦中餐廳－台北君悅酒店,1,https://www.tablecheck.com/zh-TW/shops/grand-hyatt-taipei-yun-jin/reserve,tablecheck.com,10,雲錦中餐廳 - 台北君悅酒店 - TableCheck,booking_platform,no,supplementary_store_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
068,雲錦中餐廳－台北君悅酒店,2,https://www.hyatt.com/grand-hyatt/zh-HK/taigh-grand-hyatt-taipei/dining/yun-jin,hyatt.com,10,雲錦 | 正宗中餐廳,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
068,雲錦中餐廳－台北君悅酒店,3,https://www.tablecheck.com/zh-TW/grand-hyatt-taipei-yun-jin/reserve,tablecheck.com,9,雲錦中餐廳 - 台北君悦酒店 - TableCheck,booking_platform,no,supplementary_store_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
069,味美早餐店 Wei Mei Breakfast Restaurant,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
070,TWG Tea at Taipei 101,1,https://twgtea.com/en/locations/taiwan/twg-tea-at-taipei-101,twgtea.com,5,TWG Tea at Taipei 101,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
070,TWG Tea at Taipei 101,2,https://autoreserve.com/zh-tw/restaurants/CUV7xR6LK2Et6mGx2csH,autoreserve.com,5,"TWG Tea at Taipei 101 B1預約 | 信義區, 臺北市 | 美國西南料理 | AutoReserve",booking_platform,no,supplementary_store_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
071,Just Grill,1,https://bigpipi.tw/regent-just-grill/,bigpipi.tw,4,【市政府站美食】Just Grill，誠品信義餐廳推薦 晶華酒店館外牛排館（菜單） @翹臀吃四方,known_third_party,no,discovery_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
072,永心鳳茶,1,https://rsv.skm.com.tw/groups/xinyifoodmap/companies/-LEO0Wi6KTG-6jjVTURQ:inline-live-2a466/restaurants/-LEO0Wi6KTG-6jjVTURR/booking,rsv.skm.com.tw,8,永心鳳茶線上訂位｜信義商圈｜新光三越,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
072,永心鳳茶,2,https://rsv.skm.com.tw/restaurant_stores/-LEO0Wi6KTG-6jjVTURQ:inline-live-2a466?request_locale=zh_TW,rsv.skm.com.tw,7,永心鳳茶- 美食地圖,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
073,歐帕希臘小館,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
074,Osteria by Angie,1,https://xinyi.osteria.com.tw/,xinyi.osteria.com.tw,9,【Osteria by Angie】安琪餐飲集團 / 台北微風信義店,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
074,Osteria by Angie,2,https://www.osteria.com.tw/,osteria.com.tw,9,【Osteria by Angie】安琪餐飲集團,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
074,Osteria by Angie,3,https://dazhi.osteria.com.tw/,dazhi.osteria.com.tw,9,Osteria by Angie / 台北大直店,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
075,紅花鐵板燒－台北101旗艦店,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
076,開飯川食堂－台北阪急店,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
077,珍寶海鮮台北信義店,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
078,酮版低糖餐廳,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
079,金色三麥－微風南山店,1,https://www.lebledor.com/location/umami,lebledor.com,5,UMAMI 微風南山店- LE BLE D'OR 金色三麥,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
079,金色三麥－微風南山店,2,https://www.weddingday.com.tw/store-venue/4895,weddingday.com.tw,5,UMAMI 金色三麥 微風南山店，位於 台北市 的婚宴場地 | WeddingDay好婚市集,known_third_party,no,discovery_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
079,金色三麥－微風南山店,3,https://cinnachic.com/lebledor-umami/,cinnachic.com,4,【信義景觀餐廳】UMAMI 金色三麥。微風南山奢華優雅的金色三麥，朋友聚餐、約會首選！ - 琦那旅途中,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
080,稻舍食館－統一時代店,1,https://www.uni-ustyle.com.tw/zh-tw/brand-floor/146,uni-ustyle.com.tw,10,稻舍食館 - 統一時代百貨台北店丨DREAM PLAZA,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
080,稻舍食館－統一時代店,2,https://www.rice1923.com/blogs/menu,rice1923.com,7,各店菜單 稻舍食館,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
080,稻舍食館－統一時代店,3,https://www.rice1923.com/blogs/%E9%96%80%E5%B8%82/192871,rice1923.com,4,統一時代店介紹及菜單 稻舍食館,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
081,點點心,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
082,Herbivore,1,https://www.skm.com.tw/brand/10916,skm.com.tw,8,HERBIVORE 專櫃/門市,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
082,Herbivore,2,https://rsv.skm.com.tw/groups/skm-xinyi/companies/-L5wnYckLfBZ4pukt3Vi/restaurants/-L5wnYclCp0v3yPTj19T/booking,rsv.skm.com.tw,8,HERBIVORE線上訂位｜台北信義新天地A4｜新光三越,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
082,Herbivore,3,https://rsv.skm.com.tw/groups/skm-xinyi/companies/-L5wnYckLfBZ4pukt3Vi/restaurants/-L5wnYclCp0v3yPTj19T/takeout?request_locale=en_US,rsv.skm.com.tw,8,HERBIVORE線上外帶｜台北信義新天地A4｜新光三越,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
083,Cheers－台北君悅酒店,1,https://www.tablecheck.com/zh-TW/shops/grand-hyatt-taipei-cheers/reserve,tablecheck.com,10,Cheers 歡飲廊 - 台北君悅酒店 - TableCheck,booking_platform,no,supplementary_store_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
084,非常泰概念餐坊－Neo19店,1,https://www.verythai.com.tw/tw/store,verythai.com.tw,6,分店資訊| 非常泰Very Thai Restaurant & Bar,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
085,段純貞牛肉麵,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
086,燒肉中山 Zonzen,1,https://www.zonzen.com.tw/,zonzen.com.tw,9,燒肉中山｜板前中山｜中山 Red Label｜四行倉庫｜中山家餐飲,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
086,燒肉中山 Zonzen,2,https://shiningchan.com/blog/post/362644565/,shiningchan.com,4,台北信義區美食｜燒肉中山｜高檔次日式燒肉伴百萬夜景，約會、慶生首選 - Shining｜旅行記事,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
087,Seasons by Olivier E.,1,https://www.tatlerasia.com/dining/food/2023-seasons-by-olivier-e,tatlerasia.com,5,台北法餐「Seasons by olivier e.」新開幕：親民價位吃米其林主廚獨特美饌、坐擁信義區百萬夜景 | Tatler Asia,known_third_party,no,discovery_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
087,Seasons by Olivier E.,2,https://www.tw-tw.com.tw/breaking-news/2024/seasons-by-olivier-e/,tw-tw.com.tw,4,現代法式餐廳Seasons by olivier e. 歡慶一週年,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
088,瓦城泰國料理－松山車站店,1,https://www.thaitown.com.tw/tw/store,thaitown.com.tw,6,分店資訊| 瓦城Thai Town Cuisine,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
088,瓦城泰國料理－松山車站店,2,https://www.citylink.tw/songshan/?p=988,citylink.tw,5,瓦城｜2F – CITYLINK松山壹號店 — 幸福車站、旅途中的小確幸,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
089,The Chapter Cafe,1,https://www.eslitehotel.com/restaurant/the-chapter/,eslitehotel.com,10,The Chapter Café - 台北,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
089,The Chapter Cafe,2,https://meet.eslite.com/tw/tc/catering/201803230002,meet.eslite.com,9,The Chapter Café的服務資訊- 迷誠品,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
089,The Chapter Cafe,3,https://wallacewang.tw/3302,wallacewang.tw,9,The Chapter Café｜誠品行旅的無國界潮食創意料理，擁抱松菸最美景色,known_third_party,no,discovery_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
090,One Rule,1,https://www.onerule.com.tw/,onerule.com.tw,9,ONE RULE Taipei,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
090,One Rule,2,https://www.onerule.com.tw/en/menu/,onerule.com.tw,9,主菜單 - ONE RULE Taipei,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
090,One Rule,3,https://hansphoto.tw/onerule/,hansphoto.tw,4,ONE RULE Taipei 複合式酒吧，提供療癒富設計感的空間，在絕美Taipei 101夜景襯托下享用專業又美味的多樣化創意料理與各式酒品，台北信義區酒吧超推薦 | 翰斯輕旅攝,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
091,勝博殿日式炸豬排,1,https://rsv.skm.com.tw/restaurant_stores/-KuUwaEhVKljatiaBnAM:inline-live-2a466?request_locale=en_US,rsv.skm.com.tw,12,勝博殿日式炸豬排,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
091,勝博殿日式炸豬排,2,https://rsv.skm.com.tw/groups/skm-TaipeiStation/companies/-KuUwaEhVKljatiaBnAM:inline-live-2a466/restaurants/-L2NxPzX5WYeEqtGwAHE/booking,rsv.skm.com.tw,8,勝博殿日式炸豬排線上訂位｜台北站前店｜新光三越,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
092,輪輪1976 和食茶酒驛,1,https://rsv.skm.com.tw/groups/skm-xinyi/companies/-NC3Nl3c-Wxe10PwyfKp:inline-live-1/restaurants/-NC3NlJLgEocWuI8a2co/waiting?request_locale=en_US,rsv.skm.com.tw,6,輪輪1976 和食茶酒駅線上候位｜台北信義新天地A11｜新光三越,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
093,Khana Khazana Indian Kitchen,1,https://khanakhazana.us/,khanakhazana.us,9,KK New Home - Khana Khazana Indian Kitchen,known_third_party,no,discovery_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
094,施家麻油腰花,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
095,鯤壽司,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
096,大心新泰式麵食－台北信義威秀店,1,https://bheartnoodles.com/tw/store,bheartnoodles.com,6,分店資訊| 大心Very Thai Noodles,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
096,大心新泰式麵食－台北信義威秀店,2,https://fooday.app/zh-TW/spots/nQZqtSV33CEKdWnMURMfJ7,fooday.app,4,大心新泰式麵食 - 台北信義威秀店 在 Fooday 美食社群 | 找餐廳不踩雷，最真實的美食 App,known_third_party,no,discovery_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
097,納達吉印度料理 Nataraj,1,https://www.foodytw.com/review/8672,foodytw.com,4,Nataraj 納達吉印度料理@台北南京東路 — 華麗細膩的印度料理演繹 - Foody 吃貨,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
097,納達吉印度料理 Nataraj,2,https://www.shop1688.com.tw/aom20200226025/,shop1688.com.tw,4,"納達吉印度料理 | 台北印度料理,台北印度餐廳",unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
098,北平都一處,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
099,小後苑,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
100,百家班活蝦店－基隆路店,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
101,北平陶然亭 Beijing－Do It True,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
102,NOLA Kitchen－信義店,1,https://iriseating.com/nolakitchentw/,iriseating.com,4,Nola Kitchen紐澳良小廚｜台北老字號美式餐廳，多種美國南方傳統菜。全天精釀啤酒買一送一 – 艾瑞絲的吃貨日常,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
102,NOLA Kitchen－信義店,2,https://carina.com.tw/%E3%80%90%E5%8F%B0%E5%8C%97%E4%BF%A1%E7%BE%A9%E7%BE%8E%E9%A3%9F%E3%80%91nola-kitchen-%E7%B4%90%E6%BE%B3%E8%89%AF%E5%B0%8F%E5%BB%9A-%E4%BF%A1%E7%BE%A9%E8%B1%A1%E5%B1%B1%E5%BA%97%EF%BC%9A%E4%B8%80/,carina.com.tw,4,【台北信義美食】Nola Kitchen 紐澳良小廚- 信義象山店：一秒飛到紐奧良，道地南方美式料理︱捷運象山站交通、菜單、評價 – 洋洋的吃喝玩樂,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
102,NOLA Kitchen－信義店,3,https://www.popdaily.com.tw/forum/food/1182464,popdaily.com.tw,4,【台北象山】| Nola Kitchen | 適合多人聚餐的南方美式餐廳 推爆鬆餅炸雞 | PopDaily 波波黛莉,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
103,阮小越,1,https://toppho-ruan.oddle.me/zh_TW,toppho-ruan.oddle.me,7,阮小越 越南料理訂餐網站,booking_platform,no,supplementary_store_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
104,牛かつもと村－遠百信義A13,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
105,瓦城泰國料理－新光三越信義店,1,https://www.skm.com.tw/brand/12898,skm.com.tw,10,瓦城 專櫃/門市｜新光三越百貨,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
105,瓦城泰國料理－新光三越信義店,2,https://www.thaitown.com.tw/tw/store,thaitown.com.tw,6,分店資訊| 瓦城Thai Town Cuisine,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
